1D Contour Integration Errors
Generated on: 2025-03-21 23:11:22
        Beta       N_poles         Error
2.000000e+00  4.000000e+00  3.995271e-03
2.000000e+00  5.000000e+00  9.793738e-04
2.000000e+00  6.000000e+00  1.830675e-04
2.000000e+00  7.000000e+00  3.731359e-05
2.000000e+00  8.000000e+00  8.105247e-06
2.000000e+00  9.000000e+00  1.677717e-06
2.000000e+00  1.000000e+01  3.540831e-07
2.000000e+00  1.100000e+01  7.697184e-08
2.000000e+00  1.200000e+01  2.021083e-08
2.000000e+00  1.300000e+01  3.113483e-09
2.000000e+00  1.400000e+01  6.292129e-10
2.000000e+00  1.500000e+01  1.464975e-10
2.000000e+00  1.600000e+01  3.315190e-11
2.000000e+00  1.700000e+01  7.773303e-12
2.000000e+00  1.800000e+01  1.345367e-12
2.000000e+00  1.900000e+01  3.631984e-13
2.000000e+00  2.000000e+01  1.415116e-13
2.000000e+00  2.100000e+01  1.069147e-13
2.000000e+00  2.200000e+01  1.021224e-13
2.000000e+00  2.300000e+01  8.503196e-14
2.000000e+00  2.400000e+01  1.235183e-13
2.000000e+00  2.500000e+01  1.070212e-13
2.000000e+00  2.600000e+01  1.176422e-13
2.000000e+00  2.700000e+01  9.665975e-14
2.000000e+00  2.800000e+01  9.322425e-14
2.000000e+00  2.900000e+01  8.995942e-14
2.000000e+00  3.000000e+01  1.080488e-13
2.000000e+00  3.100000e+01  8.187516e-14
2.000000e+00  3.200000e+01  8.009147e-14
2.000000e+00  3.300000e+01  9.670742e-14
2.000000e+00  3.400000e+01  6.952930e-14
2.000000e+00  3.500000e+01  8.136767e-14
2.000000e+00  3.600000e+01  7.167270e-14
2.000000e+00  3.700000e+01  7.258644e-14
2.000000e+00  3.800000e+01  7.572719e-14
2.000000e+00  3.900000e+01  9.385011e-14
2.000000e+00  4.000000e+01  7.845032e-14
2.000000e+00  4.100000e+01  7.887379e-14
2.000000e+00  4.200000e+01  9.654166e-14
2.000000e+00  4.300000e+01  6.917859e-14
2.000000e+00  4.400000e+01  8.707149e-14
2.000000e+00  4.500000e+01  7.824540e-14
2.000000e+00  4.600000e+01  8.692199e-14
2.000000e+00  4.700000e+01  8.423781e-14
2.000000e+00  4.800000e+01  7.490204e-14
2.000000e+00  4.900000e+01  8.201658e-14
2.000000e+00  5.000000e+01  7.819248e-14
2.000000e+00  5.100000e+01  8.494426e-14
2.000000e+00  5.200000e+01  7.189559e-14
2.000000e+00  5.300000e+01  7.856661e-14
2.000000e+00  5.400000e+01  6.997141e-14
2.000000e+00  5.500000e+01  7.240798e-14
2.000000e+00  5.600000e+01  8.911307e-14
2.000000e+00  5.700000e+01  7.423214e-14
2.000000e+00  5.800000e+01  9.439376e-14
2.000000e+00  5.900000e+01  7.354778e-14
2.000000e+00  6.000000e+01  7.316149e-14
4.000000e+00  1.000000e+00  4.871411e-01
4.000000e+00  2.000000e+00  1.336514e-01
4.000000e+00  3.000000e+00  4.686061e-02
4.000000e+00  4.000000e+00  1.184837e-02
4.000000e+00  5.000000e+00  3.458286e-03
4.000000e+00  6.000000e+00  9.810974e-04
4.000000e+00  7.000000e+00  2.788600e-04
4.000000e+00  8.000000e+00  7.803906e-05
4.000000e+00  9.000000e+00  2.248651e-05
4.000000e+00  1.000000e+01  5.368076e-06
4.000000e+00  1.100000e+01  1.748703e-06
4.000000e+00  1.200000e+01  5.471503e-07
4.000000e+00  1.300000e+01  1.076537e-07
4.000000e+00  1.400000e+01  3.392410e-08
4.000000e+00  1.500000e+01  8.328333e-09
4.000000e+00  1.600000e+01  2.549249e-09
4.000000e+00  1.700000e+01  8.385716e-10
4.000000e+00  1.800000e+01  2.126714e-10
4.000000e+00  1.900000e+01  5.927445e-11
4.000000e+00  2.000000e+01  1.825876e-11
4.000000e+00  2.100000e+01  3.587432e-12
4.000000e+00  2.200000e+01  9.357436e-13
4.000000e+00  2.300000e+01  3.676994e-13
4.000000e+00  2.400000e+01  6.990945e-13
4.000000e+00  2.500000e+01  5.300228e-13
4.000000e+00  2.600000e+01  8.070684e-13
4.000000e+00  2.700000e+01  5.735647e-13
4.000000e+00  2.800000e+01  7.995262e-13
4.000000e+00  2.900000e+01  5.034165e-13
4.000000e+00  3.000000e+01  2.171864e-13
4.000000e+00  3.100000e+01  4.072851e-13
4.000000e+00  3.200000e+01  8.931154e-13
4.000000e+00  3.300000e+01  4.351297e-13
4.000000e+00  3.400000e+01  4.448591e-13
4.000000e+00  3.500000e+01  1.239137e-13
4.000000e+00  3.600000e+01  4.216343e-13
4.000000e+00  3.700000e+01  1.105977e-13
4.000000e+00  3.800000e+01  2.086494e-13
4.000000e+00  3.900000e+01  2.434404e-13
4.000000e+00  4.000000e+01  1.248434e-13
4.000000e+00  4.100000e+01  8.355642e-13
4.000000e+00  4.200000e+01  2.968517e-13
4.000000e+00  4.300000e+01  3.024794e-13
4.000000e+00  4.400000e+01  2.434829e-13
4.000000e+00  4.500000e+01  2.548561e-13
4.000000e+00  4.600000e+01  1.125675e-13
4.000000e+00  4.700000e+01  4.719543e-13
4.000000e+00  4.800000e+01  1.482334e-13
4.000000e+00  4.900000e+01  4.521071e-13
4.000000e+00  5.000000e+01  2.629403e-13
4.000000e+00  5.100000e+01  3.783324e-13
4.000000e+00  5.200000e+01  3.586500e-13
4.000000e+00  5.300000e+01  5.801979e-13
4.000000e+00  5.400000e+01  4.204927e-13
4.000000e+00  5.500000e+01  1.669127e-13
4.000000e+00  5.600000e+01  2.066931e-13
4.000000e+00  5.700000e+01  1.205225e-13
4.000000e+00  5.800000e+01  3.915801e-13
4.000000e+00  5.900000e+01  3.867147e-13
4.000000e+00  6.000000e+01  4.913670e-13
8.000000e+00  1.000000e+00  6.376020e-01
8.000000e+00  2.000000e+00  2.142805e-01
8.000000e+00  3.000000e+00  8.420068e-02
8.000000e+00  4.000000e+00  2.472194e-02
8.000000e+00  5.000000e+00  8.981132e-03
8.000000e+00  6.000000e+00  3.401234e-03
8.000000e+00  7.000000e+00  1.080418e-03
8.000000e+00  8.000000e+00  3.360711e-04
8.000000e+00  9.000000e+00  1.255301e-04
8.000000e+00  1.000000e+01  3.879553e-05
8.000000e+00  1.100000e+01  1.252553e-05
8.000000e+00  1.200000e+01  5.199838e-06
8.000000e+00  1.300000e+01  1.458333e-06
8.000000e+00  1.400000e+01  5.494402e-07
8.000000e+00  1.500000e+01  1.571090e-07
8.000000e+00  1.600000e+01  5.868477e-08
8.000000e+00  1.700000e+01  2.252187e-08
8.000000e+00  1.800000e+01  6.876426e-09
8.000000e+00  1.900000e+01  1.967111e-09
8.000000e+00  2.000000e+01  7.993127e-10
8.000000e+00  2.100000e+01  1.925099e-10
8.000000e+00  2.200000e+01  7.874792e-10
8.000000e+00  2.300000e+01  6.491089e-11
8.000000e+00  2.400000e+01  4.040194e-11
8.000000e+00  2.500000e+01  4.155058e-11
8.000000e+00  2.600000e+01  4.048771e-11
8.000000e+00  2.700000e+01  3.842325e-11
8.000000e+00  2.800000e+01  3.517373e-11
8.000000e+00  2.900000e+01  8.646777e-11
8.000000e+00  3.000000e+01  5.260848e-10
8.000000e+00  3.100000e+01  4.001207e-10
8.000000e+00  3.200000e+01  8.727332e-11
8.000000e+00  3.300000e+01  2.922092e-11
8.000000e+00  3.400000e+01  4.451272e-11
8.000000e+00  3.500000e+01  5.318175e-11
8.000000e+00  3.600000e+01  3.287134e-11
8.000000e+00  3.700000e+01  3.611300e-11
8.000000e+00  3.800000e+01  7.087028e-11
8.000000e+00  3.900000e+01  3.717347e-10
8.000000e+00  4.000000e+01  3.440206e-10
8.000000e+00  4.100000e+01  2.337335e-10
8.000000e+00  4.200000e+01  3.196684e-11
8.000000e+00  4.300000e+01  5.910972e-11
8.000000e+00  4.400000e+01  3.941607e-11
8.000000e+00  4.500000e+01  6.155836e-11
8.000000e+00  4.600000e+01  1.212728e-10
8.000000e+00  4.700000e+01  3.493948e-10
8.000000e+00  4.800000e+01  2.126273e-10
8.000000e+00  4.900000e+01  3.007836e-10
8.000000e+00  5.000000e+01  2.109501e-10
8.000000e+00  5.100000e+01  4.617236e-11
8.000000e+00  5.200000e+01  3.376367e-11
8.000000e+00  5.300000e+01  3.416469e-11
8.000000e+00  5.400000e+01  4.401260e-11
8.000000e+00  5.500000e+01  4.962045e-11
8.000000e+00  5.600000e+01  2.397623e-10
8.000000e+00  5.700000e+01  3.053931e-10
8.000000e+00  5.800000e+01  2.429254e-10
8.000000e+00  5.900000e+01  1.871711e-10
8.000000e+00  6.000000e+01  4.345897e-11
1.600000e+01  1.000000e+00  7.105541e-01
1.600000e+01  2.000000e+00  2.932625e-01
1.600000e+01  3.000000e+00  1.339592e-01
1.600000e+01  4.000000e+00  5.135720e-02
1.600000e+01  5.000000e+00  1.771189e-02
1.600000e+01  6.000000e+00  7.122674e-03
1.600000e+01  7.000000e+00  3.464598e-03
1.600000e+01  8.000000e+00  1.173524e-03
1.600000e+01  9.000000e+00  4.295619e-04
1.600000e+01  1.000000e+01  1.656839e-04
1.600000e+01  1.100000e+01  5.527646e-05
1.600000e+01  1.200000e+01  3.139537e-05
1.600000e+01  1.300000e+01  8.877269e-06
1.600000e+01  1.400000e+01  3.768067e-06
1.600000e+01  1.500000e+01  1.433968e-06
1.600000e+01  1.600000e+01  6.327763e-07
1.600000e+01  1.700000e+01  2.198243e-07
1.600000e+01  1.800000e+01  7.743677e-08
1.600000e+01  1.900000e+01  3.258374e-08
1.600000e+01  2.000000e+01  1.487167e-08
1.600000e+01  2.100000e+01  4.616436e-09
1.600000e+01  2.200000e+01  1.852818e-09
1.600000e+01  2.300000e+01  1.388802e-09
1.600000e+01  2.400000e+01  1.009945e-09
1.600000e+01  2.500000e+01  9.858876e-10
1.600000e+01  2.600000e+01  1.031708e-09
1.600000e+01  2.700000e+01  9.391453e-10
1.600000e+01  2.800000e+01  9.574854e-10
1.600000e+01  2.900000e+01  9.555036e-10
1.600000e+01  3.000000e+01  9.728092e-10
1.600000e+01  3.100000e+01  9.397502e-10
1.600000e+01  3.200000e+01  9.408137e-10
1.600000e+01  3.300000e+01  9.685674e-10
1.600000e+01  3.400000e+01  9.826207e-10
1.600000e+01  3.500000e+01  1.010797e-09
1.600000e+01  3.600000e+01  9.419765e-10
1.600000e+01  3.700000e+01  9.431782e-10
1.600000e+01  3.800000e+01  9.593610e-10
1.600000e+01  3.900000e+01  9.430460e-10
1.600000e+01  4.000000e+01  1.044767e-09
1.600000e+01  4.100000e+01  9.433742e-10
1.600000e+01  4.200000e+01  9.454986e-10
1.600000e+01  4.300000e+01  9.809430e-10
1.600000e+01  4.400000e+01  1.033974e-09
1.600000e+01  4.500000e+01  9.937660e-10
1.600000e+01  4.600000e+01  9.434338e-10
1.600000e+01  4.700000e+01  9.436971e-10
1.600000e+01  4.800000e+01  9.458415e-10
1.600000e+01  4.900000e+01  9.473895e-10
1.600000e+01  5.000000e+01  9.951545e-10
1.600000e+01  5.100000e+01  9.452877e-10
1.600000e+01  5.200000e+01  9.442856e-10
1.600000e+01  5.300000e+01  9.658227e-10
1.600000e+01  5.400000e+01  9.536228e-10
1.600000e+01  5.500000e+01  9.501367e-10
1.600000e+01  5.600000e+01  9.433976e-10
1.600000e+01  5.700000e+01  9.442056e-10
1.600000e+01  5.800000e+01  1.007829e-09
1.600000e+01  5.900000e+01  1.013444e-09
1.600000e+01  6.000000e+01  9.480824e-10
3.200000e+01  1.000000e+00  8.408206e-01
3.200000e+01  2.000000e+00  3.446976e-01
3.200000e+01  3.000000e+00  1.674120e-01
3.200000e+01  4.000000e+00  7.102007e-02
3.200000e+01  5.000000e+00  3.295295e-02
3.200000e+01  6.000000e+00  1.336294e-02
3.200000e+01  7.000000e+00  5.885956e-03
3.200000e+01  8.000000e+00  3.112936e-03
3.200000e+01  9.000000e+00  1.202639e-03
3.200000e+01  1.000000e+01  5.191672e-04
3.200000e+01  1.100000e+01  1.986240e-04
3.200000e+01  1.200000e+01  1.019534e-04
3.200000e+01  1.300000e+01  4.414864e-05
3.200000e+01  1.400000e+01  1.806059e-05
3.200000e+01  1.500000e+01  7.743496e-06
3.200000e+01  1.600000e+01  3.167232e-06
3.200000e+01  1.700000e+01  1.354960e-06
3.200000e+01  1.800000e+01  7.118889e-07
3.200000e+01  1.900000e+01  2.843469e-07
3.200000e+01  2.000000e+01  1.239123e-07
3.200000e+01  2.100000e+01  5.801939e-08
3.200000e+01  2.200000e+01  2.264322e-08
3.200000e+01  2.300000e+01  9.389811e-09
3.200000e+01  2.400000e+01  4.375575e-09
3.200000e+01  2.500000e+01  2.450933e-09
3.200000e+01  2.600000e+01  2.518816e-09
3.200000e+01  2.700000e+01  2.562350e-09
3.200000e+01  2.800000e+01  2.588497e-09
3.200000e+01  2.900000e+01  2.659051e-09
3.200000e+01  3.000000e+01  2.582216e-09
3.200000e+01  3.100000e+01  2.614501e-09
3.200000e+01  3.200000e+01  2.781756e-09
3.200000e+01  3.300000e+01  2.597960e-09
3.200000e+01  3.400000e+01  2.608683e-09
3.200000e+01  3.500000e+01  2.600010e-09
3.200000e+01  3.600000e+01  2.635181e-09
3.200000e+01  3.700000e+01  2.589901e-09
3.200000e+01  3.800000e+01  2.615243e-09
3.200000e+01  3.900000e+01  2.690164e-09
3.200000e+01  4.000000e+01  2.596871e-09
3.200000e+01  4.100000e+01  2.606652e-09
3.200000e+01  4.200000e+01  2.615190e-09
3.200000e+01  4.300000e+01  2.615370e-09
3.200000e+01  4.400000e+01  2.592181e-09
3.200000e+01  4.500000e+01  2.601388e-09
3.200000e+01  4.600000e+01  2.653883e-09
3.200000e+01  4.700000e+01  2.598362e-09
3.200000e+01  4.800000e+01  2.608379e-09
3.200000e+01  4.900000e+01  2.698201e-09
3.200000e+01  5.000000e+01  2.611066e-09
3.200000e+01  5.100000e+01  2.594443e-09
3.200000e+01  5.200000e+01  2.618878e-09
3.200000e+01  5.300000e+01  2.636373e-09
3.200000e+01  5.400000e+01  2.601388e-09
3.200000e+01  5.500000e+01  2.593374e-09
3.200000e+01  5.600000e+01  2.662157e-09
3.200000e+01  5.700000e+01  2.611614e-09
3.200000e+01  5.800000e+01  2.594908e-09
3.200000e+01  5.900000e+01  2.687354e-09
3.200000e+01  6.000000e+01  2.625348e-09
6.400000e+01  1.000000e+00  8.857098e-01
6.400000e+01  2.000000e+00  3.946028e-01
6.400000e+01  3.000000e+00  2.184220e-01
6.400000e+01  4.000000e+00  1.079546e-01
6.400000e+01  5.000000e+00  5.172791e-02
6.400000e+01  6.000000e+00  2.365915e-02
6.400000e+01  7.000000e+00  1.009022e-02
6.400000e+01  8.000000e+00  5.717557e-03
6.400000e+01  9.000000e+00  2.790851e-03
6.400000e+01  1.000000e+01  1.251965e-03
6.400000e+01  1.100000e+01  5.907065e-04
6.400000e+01  1.200000e+01  2.343415e-04
6.400000e+01  1.300000e+01  1.418127e-04
6.400000e+01  1.400000e+01  5.380535e-05
6.400000e+01  1.500000e+01  3.116694e-05
6.400000e+01  1.600000e+01  1.229770e-05
6.400000e+01  1.700000e+01  5.991159e-06
6.400000e+01  1.800000e+01  3.278267e-06
6.400000e+01  1.900000e+01  1.332565e-06
6.400000e+01  2.000000e+01  7.675774e-07
6.400000e+01  2.100000e+01  3.134825e-07
6.400000e+01  2.200000e+01  1.618460e-07
6.400000e+01  2.300000e+01  7.588083e-08
6.400000e+01  2.400000e+01  2.998451e-08
6.400000e+01  2.500000e+01  1.626740e-08
6.400000e+01  2.600000e+01  7.232370e-09
6.400000e+01  2.700000e+01  4.027392e-09
6.400000e+01  2.800000e+01  1.744873e-09
6.400000e+01  2.900000e+01  9.096725e-10
6.400000e+01  3.000000e+01  3.740195e-10
6.400000e+01  3.100000e+01  1.988337e-10
6.400000e+01  3.200000e+01  1.555579e-10
6.400000e+01  3.300000e+01  1.248010e-10
6.400000e+01  3.400000e+01  2.779433e-10
6.400000e+01  3.500000e+01  1.127687e-10
6.400000e+01  3.600000e+01  1.241827e-10
6.400000e+01  3.700000e+01  2.459846e-10
6.400000e+01  3.800000e+01  1.134209e-10
6.400000e+01  3.900000e+01  1.090206e-10
6.400000e+01  4.000000e+01  1.682018e-10
6.400000e+01  4.100000e+01  1.182930e-10
6.400000e+01  4.200000e+01  1.328681e-10
6.400000e+01  4.300000e+01  1.245841e-10
6.400000e+01  4.400000e+01  1.184208e-10
6.400000e+01  4.500000e+01  1.348358e-10
6.400000e+01  4.600000e+01  1.136870e-10
6.400000e+01  4.700000e+01  1.280471e-10
6.400000e+01  4.800000e+01  2.124507e-10
6.400000e+01  4.900000e+01  1.112928e-10
6.400000e+01  5.000000e+01  1.267029e-10
6.400000e+01  5.100000e+01  1.522459e-10
6.400000e+01  5.200000e+01  1.119918e-10
6.400000e+01  5.300000e+01  1.120536e-10
6.400000e+01  5.400000e+01  1.271496e-10
6.400000e+01  5.500000e+01  1.487794e-10
6.400000e+01  5.600000e+01  2.942818e-10
6.400000e+01  5.700000e+01  1.192668e-10
6.400000e+01  5.800000e+01  1.178376e-10
6.400000e+01  5.900000e+01  1.820866e-10
6.400000e+01  6.000000e+01  1.079990e-10
1.280000e+02  1.000000e+00  1.065392e+00
1.280000e+02  2.000000e+00  4.684991e-01
1.280000e+02  3.000000e+00  2.581394e-01
1.280000e+02  4.000000e+00  1.338243e-01
1.280000e+02  5.000000e+00  6.212148e-02
1.280000e+02  6.000000e+00  3.747629e-02
1.280000e+02  7.000000e+00  1.815655e-02
1.280000e+02  8.000000e+00  8.640879e-03
1.280000e+02  9.000000e+00  5.288214e-03
1.280000e+02  1.000000e+01  2.496391e-03
1.280000e+02  1.100000e+01  1.302188e-03
1.280000e+02  1.200000e+01  6.521848e-04
1.280000e+02  1.300000e+01  3.272639e-04
1.280000e+02  1.400000e+01  1.671972e-04
1.280000e+02  1.500000e+01  8.007510e-05
1.280000e+02  1.600000e+01  4.393139e-05
1.280000e+02  1.700000e+01  2.249810e-05
1.280000e+02  1.800000e+01  1.127113e-05
1.280000e+02  1.900000e+01  5.347590e-06
1.280000e+02  2.000000e+01  3.187011e-06
1.280000e+02  2.100000e+01  1.340307e-06
1.280000e+02  2.200000e+01  8.211788e-07
1.280000e+02  2.300000e+01  3.522021e-07
1.280000e+02  2.400000e+01  1.816412e-07
1.280000e+02  2.500000e+01  8.279090e-08
1.280000e+02  2.600000e+01  5.225844e-08
1.280000e+02  2.700000e+01  2.532611e-08
1.280000e+02  2.800000e+01  1.318917e-08
1.280000e+02  2.900000e+01  6.367296e-09
1.280000e+02  3.000000e+01  3.519492e-09
1.280000e+02  3.100000e+01  1.646150e-09
1.280000e+02  3.200000e+01  8.527351e-10
1.280000e+02  3.300000e+01  4.008616e-10
1.280000e+02  3.400000e+01  2.726188e-10
1.280000e+02  3.500000e+01  1.225780e-10
1.280000e+02  3.600000e+01  6.741924e-11
1.280000e+02  3.700000e+01  5.425010e-11
1.280000e+02  3.800000e+01  5.462237e-11
1.280000e+02  3.900000e+01  6.563494e-11
1.280000e+02  4.000000e+01  4.026431e-11
1.280000e+02  4.100000e+01  2.734093e-10
1.280000e+02  4.200000e+01  4.289283e-11
1.280000e+02  4.300000e+01  3.206485e-11
1.280000e+02  4.400000e+01  6.411274e-11
1.280000e+02  4.500000e+01  3.915505e-11
1.280000e+02  4.600000e+01  1.453763e-10
1.280000e+02  4.700000e+01  4.501861e-11
1.280000e+02  4.800000e+01  4.670751e-11
1.280000e+02  4.900000e+01  4.606793e-11
1.280000e+02  5.000000e+01  4.847172e-11
1.280000e+02  5.100000e+01  7.032214e-11
1.280000e+02  5.200000e+01  4.397007e-11
1.280000e+02  5.300000e+01  1.080757e-10
1.280000e+02  5.400000e+01  5.200537e-11
1.280000e+02  5.500000e+01  4.668673e-11
1.280000e+02  5.600000e+01  5.108451e-11
1.280000e+02  5.700000e+01  6.929421e-11
1.280000e+02  5.800000e+01  6.822235e-11
1.280000e+02  5.900000e+01  4.088789e-11
1.280000e+02  6.000000e+01  8.416001e-11
2.560000e+02  1.000000e+00  1.169369e+00
2.560000e+02  2.000000e+00  5.301854e-01
2.560000e+02  3.000000e+00  3.210234e-01
2.560000e+02  4.000000e+00  1.714970e-01
2.560000e+02  5.000000e+00  8.956988e-02
2.560000e+02  6.000000e+00  5.279849e-02
2.560000e+02  7.000000e+00  2.911587e-02
2.560000e+02  8.000000e+00  1.423711e-02
2.560000e+02  9.000000e+00  7.643133e-03
2.560000e+02  1.000000e+01  4.709450e-03
2.560000e+02  1.100000e+01  2.267373e-03
2.560000e+02  1.200000e+01  1.360568e-03
2.560000e+02  1.300000e+01  6.982324e-04
2.560000e+02  1.400000e+01  4.155248e-04
2.560000e+02  1.500000e+01  1.932430e-04
2.560000e+02  1.600000e+01  1.106065e-04
2.560000e+02  1.700000e+01  5.439404e-05
2.560000e+02  1.800000e+01  3.392710e-05
2.560000e+02  1.900000e+01  1.609092e-05
2.560000e+02  2.000000e+01  1.000318e-05
2.560000e+02  2.100000e+01  4.762811e-06
2.560000e+02  2.200000e+01  2.983293e-06
2.560000e+02  2.300000e+01  1.330252e-06
2.560000e+02  2.400000e+01  8.658877e-07
2.560000e+02  2.500000e+01  3.899879e-07
2.560000e+02  2.600000e+01  2.465848e-07
2.560000e+02  2.700000e+01  1.240636e-07
2.560000e+02  2.800000e+01  7.200707e-08
2.560000e+02  2.900000e+01  3.030395e-08
2.560000e+02  3.000000e+01  1.859449e-08
2.560000e+02  3.100000e+01  9.632947e-09
2.560000e+02  3.200000e+01  5.367921e-09
2.560000e+02  3.300000e+01  3.058432e-09
2.560000e+02  3.400000e+01  1.577866e-09
2.560000e+02  3.500000e+01  8.767438e-10
2.560000e+02  3.600000e+01  4.496287e-10
2.560000e+02  3.700000e+01  3.006984e-10
2.560000e+02  3.800000e+01  2.120755e-10
2.560000e+02  3.900000e+01  3.039980e-10
2.560000e+02  4.000000e+01  1.828263e-10
2.560000e+02  4.100000e+01  3.695644e-10
2.560000e+02  4.200000e+01  2.036871e-10
2.560000e+02  4.300000e+01  2.137321e-10
2.560000e+02  4.400000e+01  2.116291e-10
2.560000e+02  4.500000e+01  1.795801e-10
2.560000e+02  4.600000e+01  2.191267e-10
2.560000e+02  4.700000e+01  2.341703e-10
2.560000e+02  4.800000e+01  2.160721e-10
2.560000e+02  4.900000e+01  1.926157e-10
2.560000e+02  5.000000e+01  2.084999e-10
2.560000e+02  5.100000e+01  1.788525e-10
2.560000e+02  5.200000e+01  1.919592e-10
2.560000e+02  5.300000e+01  1.782656e-10
2.560000e+02  5.400000e+01  2.636439e-10
2.560000e+02  5.500000e+01  1.948287e-10
2.560000e+02  5.600000e+01  3.086073e-10
2.560000e+02  5.700000e+01  2.135418e-10
2.560000e+02  5.800000e+01  2.888256e-10
2.560000e+02  5.900000e+01  1.954390e-10
2.560000e+02  6.000000e+01  3.288792e-10
