2D Contour Integration Errors
Generated on: 2025-03-21 23:11:22
        Beta       N_poles         Error
1.000000e+00  5.500000e+01  5.836830e-14
1.000000e+00  5.600000e+01  6.289879e-14
1.000000e+00  5.700000e+01  6.240794e-14
1.000000e+00  5.800000e+01  5.889914e-14
1.000000e+00  5.900000e+01  5.615449e-14
1.000000e+00  6.000000e+01  6.059963e-14
2.000000e+00  1.000000e+00  7.080740e-01
2.000000e+00  2.000000e+00  1.640687e-01
2.000000e+00  3.000000e+00  5.802200e-02
2.000000e+00  4.000000e+00  1.871424e-02
2.000000e+00  5.000000e+00  3.601382e-03
2.000000e+00  6.000000e+00  1.257156e-03
2.000000e+00  7.000000e+00  3.759806e-04
2.000000e+00  8.000000e+00  9.845254e-05
2.000000e+00  9.000000e+00  2.684526e-05
2.000000e+00  1.000000e+01  6.088205e-06
2.000000e+00  1.100000e+01  2.188715e-06
2.000000e+00  1.200000e+01  7.342488e-07
2.000000e+00  1.300000e+01  1.456826e-07
2.000000e+00  1.400000e+01  3.943207e-08
2.000000e+00  1.500000e+01  1.164365e-08
2.000000e+00  1.600000e+01  3.168632e-09
2.000000e+00  1.700000e+01  1.102686e-09
2.000000e+00  1.800000e+01  2.649179e-10
2.000000e+00  1.900000e+01  7.009953e-11
2.000000e+00  2.000000e+01  2.234005e-11
2.000000e+00  2.100000e+01  4.982109e-12
2.000000e+00  2.200000e+01  9.159230e-13
2.000000e+00  2.300000e+01  6.924697e-13
2.000000e+00  2.400000e+01  6.869841e-13
2.000000e+00  2.500000e+01  9.531229e-13
2.000000e+00  2.600000e+01  1.843169e-12
2.000000e+00  2.700000e+01  7.675643e-13
2.000000e+00  2.800000e+01  1.197982e-12
2.000000e+00  2.900000e+01  1.427642e-12
2.000000e+00  3.000000e+01  1.503549e-13
2.000000e+00  3.100000e+01  2.028758e-13
2.000000e+00  3.200000e+01  2.007289e-12
2.000000e+00  3.300000e+01  3.189880e-13
2.000000e+00  3.400000e+01  3.975675e-13
2.000000e+00  3.500000e+01  2.028475e-13
2.000000e+00  3.600000e+01  5.209842e-13
2.000000e+00  3.700000e+01  1.331873e-12
2.000000e+00  3.800000e+01  1.995215e-13
2.000000e+00  3.900000e+01  1.937470e-13
2.000000e+00  4.000000e+01  7.988785e-13
2.000000e+00  4.100000e+01  4.375361e-13
2.000000e+00  4.200000e+01  6.167552e-13
2.000000e+00  4.300000e+01  7.619304e-13
2.000000e+00  4.400000e+01  1.433790e-13
2.000000e+00  4.500000e+01  3.466358e-13
2.000000e+00  4.600000e+01  1.946545e-13
2.000000e+00  4.700000e+01  1.849639e-13
2.000000e+00  4.800000e+01  1.655689e-13
2.000000e+00  4.900000e+01  3.823172e-13
2.000000e+00  5.000000e+01  3.513174e-13
2.000000e+00  5.100000e+01  2.166047e-13
2.000000e+00  5.200000e+01  6.916325e-13
2.000000e+00  5.300000e+01  1.483001e-12
2.000000e+00  5.400000e+01  4.949729e-13
2.000000e+00  5.500000e+01  7.626115e-13
2.000000e+00  5.600000e+01  7.197395e-13
2.000000e+00  5.700000e+01  1.553715e-13
2.000000e+00  5.800000e+01  2.267915e-13
2.000000e+00  5.900000e+01  2.299119e-13
2.000000e+00  6.000000e+01  3.335113e-13
4.000000e+00  1.000000e+00  8.907638e-01
4.000000e+00  2.000000e+00  2.346681e-01
4.000000e+00  3.000000e+00  1.334555e-01
4.000000e+00  4.000000e+00  2.821332e-02
4.000000e+00  5.000000e+00  1.380059e-02
4.000000e+00  6.000000e+00  3.973019e-03
4.000000e+00  7.000000e+00  1.374229e-03
4.000000e+00  8.000000e+00  4.901099e-04
4.000000e+00  9.000000e+00  1.642212e-04
4.000000e+00  1.000000e+01  4.748925e-05
4.000000e+00  1.100000e+01  1.726922e-05
4.000000e+00  1.200000e+01  7.186809e-06
4.000000e+00  1.300000e+01  1.823217e-06
4.000000e+00  1.400000e+01  7.080971e-07
4.000000e+00  1.500000e+01  2.248057e-07
4.000000e+00  1.600000e+01  8.758784e-08
4.000000e+00  1.700000e+01  2.685033e-08
4.000000e+00  1.800000e+01  9.119015e-09
4.000000e+00  1.900000e+01  2.677384e-09
4.000000e+00  2.000000e+01  1.105485e-09
4.000000e+00  2.100000e+01  4.385867e-10
4.000000e+00  2.200000e+01  4.717469e-10
4.000000e+00  2.300000e+01  1.314851e-10
4.000000e+00  2.400000e+01  1.206327e-10
4.000000e+00  2.500000e+01  1.218213e-10
4.000000e+00  2.600000e+01  1.254409e-10
4.000000e+00  2.700000e+01  1.329701e-10
4.000000e+00  2.800000e+01  1.951976e-10
4.000000e+00  2.900000e+01  1.912657e-10
4.000000e+00  3.000000e+01  9.272674e-10
4.000000e+00  3.100000e+01  6.881169e-10
4.000000e+00  3.200000e+01  5.288014e-10
4.000000e+00  3.300000e+01  1.281232e-10
4.000000e+00  3.400000e+01  1.278008e-10
4.000000e+00  3.500000e+01  1.217561e-10
4.000000e+00  3.600000e+01  1.751643e-10
4.000000e+00  3.700000e+01  2.181382e-10
4.000000e+00  3.800000e+01  1.609552e-10
4.000000e+00  3.900000e+01  4.269765e-10
4.000000e+00  4.000000e+01  6.232633e-10
4.000000e+00  4.100000e+01  4.255195e-10
4.000000e+00  4.200000e+01  1.350408e-10
4.000000e+00  4.300000e+01  1.267372e-10
4.000000e+00  4.400000e+01  1.456161e-10
4.000000e+00  4.500000e+01  1.532602e-10
4.000000e+00  4.600000e+01  1.210008e-10
4.000000e+00  4.700000e+01  1.208453e-10
4.000000e+00  4.800000e+01  6.096707e-10
4.000000e+00  4.900000e+01  5.094977e-10
4.000000e+00  5.000000e+01  3.466889e-10
4.000000e+00  5.100000e+01  1.277075e-10
4.000000e+00  5.200000e+01  1.436556e-10
4.000000e+00  5.300000e+01  1.220510e-10
4.000000e+00  5.400000e+01  1.360235e-10
4.000000e+00  5.500000e+01  1.441014e-10
4.000000e+00  5.600000e+01  5.910009e-10
4.000000e+00  5.700000e+01  5.618696e-10
4.000000e+00  5.800000e+01  4.463480e-10
4.000000e+00  5.900000e+01  3.284236e-10
4.000000e+00  6.000000e+01  1.243032e-10
8.000000e+00  1.000000e+00  8.871396e-01
8.000000e+00  2.000000e+00  3.610877e-01
8.000000e+00  3.000000e+00  1.649835e-01
8.000000e+00  4.000000e+00  6.389945e-02
8.000000e+00  5.000000e+00  2.475377e-02
8.000000e+00  6.000000e+00  9.600182e-03
8.000000e+00  7.000000e+00  4.048255e-03
8.000000e+00  8.000000e+00  1.409296e-03
8.000000e+00  9.000000e+00  6.177766e-04
8.000000e+00  1.000000e+01  2.233858e-04
8.000000e+00  1.100000e+01  8.237051e-05
8.000000e+00  1.200000e+01  4.055999e-05
8.000000e+00  1.300000e+01  1.111094e-05
8.000000e+00  1.400000e+01  5.637305e-06
8.000000e+00  1.500000e+01  2.113624e-06
8.000000e+00  1.600000e+01  8.051027e-07
8.000000e+00  1.700000e+01  2.747399e-07
8.000000e+00  1.800000e+01  1.212926e-07
8.000000e+00  1.900000e+01  5.130024e-08
8.000000e+00  2.000000e+01  1.811753e-08
8.000000e+00  2.100000e+01  6.984195e-09
8.000000e+00  2.200000e+01  3.081771e-09
8.000000e+00  2.300000e+01  2.182559e-09
8.000000e+00  2.400000e+01  1.958559e-09
8.000000e+00  2.500000e+01  1.969605e-09
8.000000e+00  2.600000e+01  2.075766e-09
8.000000e+00  2.700000e+01  2.006574e-09
8.000000e+00  2.800000e+01  1.966341e-09
8.000000e+00  2.900000e+01  1.974163e-09
8.000000e+00  3.000000e+01  1.952008e-09
8.000000e+00  3.100000e+01  1.956080e-09
8.000000e+00  3.200000e+01  1.997720e-09
8.000000e+00  3.300000e+01  1.968995e-09
8.000000e+00  3.400000e+01  1.965497e-09
8.000000e+00  3.500000e+01  2.003475e-09
8.000000e+00  3.600000e+01  1.991983e-09
8.000000e+00  3.700000e+01  1.993834e-09
8.000000e+00  3.800000e+01  1.970258e-09
8.000000e+00  3.900000e+01  1.985708e-09
8.000000e+00  4.000000e+01  2.189952e-09
8.000000e+00  4.100000e+01  1.985395e-09
8.000000e+00  4.200000e+01  1.981992e-09
8.000000e+00  4.300000e+01  1.967134e-09
8.000000e+00  4.400000e+01  1.957187e-09
8.000000e+00  4.500000e+01  1.949728e-09
8.000000e+00  4.600000e+01  1.987524e-09
8.000000e+00  4.700000e+01  1.998115e-09
8.000000e+00  4.800000e+01  1.971175e-09
8.000000e+00  4.900000e+01  1.964957e-09
8.000000e+00  5.000000e+01  1.944076e-09
8.000000e+00  5.100000e+01  1.985653e-09
8.000000e+00  5.200000e+01  2.010298e-09
8.000000e+00  5.300000e+01  1.959049e-09
8.000000e+00  5.400000e+01  1.948575e-09
8.000000e+00  5.500000e+01  1.979741e-09
8.000000e+00  5.600000e+01  1.974436e-09
8.000000e+00  5.700000e+01  1.974466e-09
8.000000e+00  5.800000e+01  1.959256e-09
8.000000e+00  5.900000e+01  1.960417e-09
8.000000e+00  6.000000e+01  1.980662e-09
1.600000e+01  1.000000e+00  1.035923e+00
1.600000e+01  2.000000e+00  4.886239e-01
1.600000e+01  3.000000e+00  2.041811e-01
1.600000e+01  4.000000e+00  1.113072e-01
1.600000e+01  5.000000e+00  3.932773e-02
1.600000e+01  6.000000e+00  2.040085e-02
1.600000e+01  7.000000e+00  8.236954e-03
1.600000e+01  8.000000e+00  3.898176e-03
1.600000e+01  9.000000e+00  1.515290e-03
1.600000e+01  1.000000e+01  7.038001e-04
1.600000e+01  1.100000e+01  2.790054e-04
1.600000e+01  1.200000e+01  1.352487e-04
1.600000e+01  1.300000e+01  5.386520e-05
1.600000e+01  1.400000e+01  2.650296e-05
1.600000e+01  1.500000e+01  1.037392e-05
1.600000e+01  1.600000e+01  4.471697e-06
1.600000e+01  1.700000e+01  2.025934e-06
1.600000e+01  1.800000e+01  9.468006e-07
1.600000e+01  1.900000e+01  3.536503e-07
1.600000e+01  2.000000e+01  1.674752e-07
1.600000e+01  2.100000e+01  7.569427e-08
1.600000e+01  2.200000e+01  2.686566e-08
1.600000e+01  2.300000e+01  1.500044e-08
1.600000e+01  2.400000e+01  5.882506e-09
1.600000e+01  2.500000e+01  2.642650e-09
1.600000e+01  2.600000e+01  1.701443e-09
1.600000e+01  2.700000e+01  1.373681e-09
1.600000e+01  2.800000e+01  1.345912e-09
1.600000e+01  2.900000e+01  1.400887e-09
1.600000e+01  3.000000e+01  1.329953e-09
1.600000e+01  3.100000e+01  1.336158e-09
1.600000e+01  3.200000e+01  1.689409e-09
1.600000e+01  3.300000e+01  1.334242e-09
1.600000e+01  3.400000e+01  1.337248e-09
1.600000e+01  3.500000e+01  1.339560e-09
1.600000e+01  3.600000e+01  1.360596e-09
1.600000e+01  3.700000e+01  1.329599e-09
1.600000e+01  3.800000e+01  1.339569e-09
1.600000e+01  3.900000e+01  1.344443e-09
1.600000e+01  4.000000e+01  1.329834e-09
1.600000e+01  4.100000e+01  1.333359e-09
1.600000e+01  4.200000e+01  1.343334e-09
1.600000e+01  4.300000e+01  1.343926e-09
1.600000e+01  4.400000e+01  1.329423e-09
1.600000e+01  4.500000e+01  1.337553e-09
1.600000e+01  4.600000e+01  1.383328e-09
1.600000e+01  4.700000e+01  1.333426e-09
1.600000e+01  4.800000e+01  1.331653e-09
1.600000e+01  4.900000e+01  1.475326e-09
1.600000e+01  5.000000e+01  1.342067e-09
1.600000e+01  5.100000e+01  1.332916e-09
1.600000e+01  5.200000e+01  1.345033e-09
1.600000e+01  5.300000e+01  1.358678e-09
1.600000e+01  5.400000e+01  1.338470e-09
1.600000e+01  5.500000e+01  1.330915e-09
1.600000e+01  5.600000e+01  1.336853e-09
1.600000e+01  5.700000e+01  1.342312e-09
1.600000e+01  5.800000e+01  1.331751e-09
1.600000e+01  5.900000e+01  1.458001e-09
1.600000e+01  6.000000e+01  1.351347e-09
3.200000e+01  1.000000e+00  1.215782e+00
3.200000e+01  2.000000e+00  5.970106e-01
3.200000e+01  3.000000e+00  2.547628e-01
3.200000e+01  4.000000e+00  1.475504e-01
3.200000e+01  5.000000e+00  6.557224e-02
3.200000e+01  6.000000e+00  3.118569e-02
3.200000e+01  7.000000e+00  1.612479e-02
3.200000e+01  8.000000e+00  7.042473e-03
3.200000e+01  9.000000e+00  3.746192e-03
3.200000e+01  1.000000e+01  1.588337e-03
3.200000e+01  1.100000e+01  8.081880e-04
3.200000e+01  1.200000e+01  3.613436e-04
3.200000e+01  1.300000e+01  1.760585e-04
3.200000e+01  1.400000e+01  8.244655e-05
3.200000e+01  1.500000e+01  4.135047e-05
3.200000e+01  1.600000e+01  1.740774e-05
3.200000e+01  1.700000e+01  9.469127e-06
3.200000e+01  1.800000e+01  4.010508e-06
3.200000e+01  1.900000e+01  1.965361e-06
3.200000e+01  2.000000e+01  9.966160e-07
3.200000e+01  2.100000e+01  4.511739e-07
3.200000e+01  2.200000e+01  2.203404e-07
3.200000e+01  2.300000e+01  9.512252e-08
3.200000e+01  2.400000e+01  4.816367e-08
3.200000e+01  2.500000e+01  2.358349e-08
3.200000e+01  2.600000e+01  1.008919e-08
3.200000e+01  2.700000e+01  5.555780e-09
3.200000e+01  2.800000e+01  2.588144e-09
3.200000e+01  2.900000e+01  1.923581e-09
3.200000e+01  3.000000e+01  1.444622e-09
3.200000e+01  3.100000e+01  1.382433e-09
3.200000e+01  3.200000e+01  1.378303e-09
3.200000e+01  3.300000e+01  1.360625e-09
3.200000e+01  3.400000e+01  1.365889e-09
3.200000e+01  3.500000e+01  1.368417e-09
3.200000e+01  3.600000e+01  1.362586e-09
3.200000e+01  3.700000e+01  1.355393e-09
3.200000e+01  3.800000e+01  1.370937e-09
3.200000e+01  3.900000e+01  1.373588e-09
3.200000e+01  4.000000e+01  1.408298e-09
3.200000e+01  4.100000e+01  1.368769e-09
3.200000e+01  4.200000e+01  1.356205e-09
3.200000e+01  4.300000e+01  1.367656e-09
3.200000e+01  4.400000e+01  1.367143e-09
3.200000e+01  4.500000e+01  1.450914e-09
3.200000e+01  4.600000e+01  1.368558e-09
3.200000e+01  4.700000e+01  1.392708e-09
3.200000e+01  4.800000e+01  1.441033e-09
3.200000e+01  4.900000e+01  1.366901e-09
3.200000e+01  5.000000e+01  1.362529e-09
3.200000e+01  5.100000e+01  1.394931e-09
3.200000e+01  5.200000e+01  1.369098e-09
3.200000e+01  5.300000e+01  1.364601e-09
3.200000e+01  5.400000e+01  1.364589e-09
3.200000e+01  5.500000e+01  1.370888e-09
3.200000e+01  5.600000e+01  1.378634e-09
3.200000e+01  5.700000e+01  1.361864e-09
3.200000e+01  5.800000e+01  1.379912e-09
3.200000e+01  5.900000e+01  1.413578e-09
3.200000e+01  6.000000e+01  1.367096e-09
6.400000e+01  1.000000e+00  1.323439e+00
6.400000e+01  2.000000e+00  6.796773e-01
6.400000e+01  3.000000e+00  3.129861e-01
6.400000e+01  4.000000e+00  1.770116e-01
6.400000e+01  5.000000e+00  1.010802e-01
6.400000e+01  6.000000e+00  4.710304e-02
6.400000e+01  7.000000e+00  2.633150e-02
6.400000e+01  8.000000e+00  1.250584e-02
6.400000e+01  9.000000e+00  6.330128e-03
6.400000e+01  1.000000e+01  3.544656e-03
6.400000e+01  1.100000e+01  1.659172e-03
6.400000e+01  1.200000e+01  8.974894e-04
6.400000e+01  1.300000e+01  4.399060e-04
6.400000e+01  1.400000e+01  2.251966e-04
6.400000e+01  1.500000e+01  1.153698e-04
6.400000e+01  1.600000e+01  5.677827e-05
6.400000e+01  1.700000e+01  3.254200e-05
6.400000e+01  1.800000e+01  1.403465e-05
6.400000e+01  1.900000e+01  7.852221e-06
6.400000e+01  2.000000e+01  3.861303e-06
6.400000e+01  2.100000e+01  1.940361e-06
6.400000e+01  2.200000e+01  1.051548e-06
6.400000e+01  2.300000e+01  5.219295e-07
6.400000e+01  2.400000e+01  2.717110e-07
6.400000e+01  2.500000e+01  1.284696e-07
6.400000e+01  2.600000e+01  7.029321e-08
6.400000e+01  2.700000e+01  3.254554e-08
6.400000e+01  2.800000e+01  1.885564e-08
6.400000e+01  2.900000e+01  8.797338e-09
6.400000e+01  3.000000e+01  4.856246e-09
6.400000e+01  3.100000e+01  2.639527e-09
6.400000e+01  3.200000e+01  1.875157e-09
6.400000e+01  3.300000e+01  1.732205e-09
6.400000e+01  3.400000e+01  1.878637e-09
6.400000e+01  3.500000e+01  1.661668e-09
6.400000e+01  3.600000e+01  1.704135e-09
6.400000e+01  3.700000e+01  1.677530e-09
6.400000e+01  3.800000e+01  1.670177e-09
6.400000e+01  3.900000e+01  1.696112e-09
6.400000e+01  4.000000e+01  1.659959e-09
6.400000e+01  4.100000e+01  1.688415e-09
6.400000e+01  4.200000e+01  1.678324e-09
6.400000e+01  4.300000e+01  1.676547e-09
6.400000e+01  4.400000e+01  1.671365e-09
6.400000e+01  4.500000e+01  1.637656e-09
6.400000e+01  4.600000e+01  1.762102e-09
6.400000e+01  4.700000e+01  1.671618e-09
6.400000e+01  4.800000e+01  1.685791e-09
6.400000e+01  4.900000e+01  1.676867e-09
6.400000e+01  5.000000e+01  1.657409e-09
6.400000e+01  5.100000e+01  1.663584e-09
6.400000e+01  5.200000e+01  1.677764e-09
6.400000e+01  5.300000e+01  1.737586e-09
6.400000e+01  5.400000e+01  1.676661e-09
6.400000e+01  5.500000e+01  1.684621e-09
6.400000e+01  5.600000e+01  1.671486e-09
6.400000e+01  5.700000e+01  1.650341e-09
6.400000e+01  5.800000e+01  1.703158e-09
6.400000e+01  5.900000e+01  1.687997e-09
6.400000e+01  6.000000e+01  1.723141e-09
1.280000e+02  1.000000e+00  1.365822e+00
1.280000e+02  2.000000e+00  7.246363e-01
1.280000e+02  3.000000e+00  3.912523e-01
1.280000e+02  4.000000e+00  2.212070e-01
1.280000e+02  5.000000e+00  1.332103e-01
1.280000e+02  6.000000e+00  6.649877e-02
1.280000e+02  7.000000e+00  3.593378e-02
1.280000e+02  8.000000e+00  2.078474e-02
1.280000e+02  9.000000e+00  1.052457e-02
1.280000e+02  1.000000e+01  5.924430e-03
1.280000e+02  1.100000e+01  3.356673e-03
1.280000e+02  1.200000e+01  1.700794e-03
1.280000e+02  1.300000e+01  9.682320e-04
1.280000e+02  1.400000e+01  5.055839e-04
1.280000e+02  1.500000e+01  2.731597e-04
1.280000e+02  1.600000e+01  1.464282e-04
1.280000e+02  1.700000e+01  8.166196e-05
1.280000e+02  1.800000e+01  4.112453e-05
1.280000e+02  1.900000e+01  2.416160e-05
1.280000e+02  2.000000e+01  1.186494e-05
1.280000e+02  2.100000e+01  6.791855e-06
1.280000e+02  2.200000e+01  3.738118e-06
1.280000e+02  2.300000e+01  1.916440e-06
1.280000e+02  2.400000e+01  1.101450e-06
1.280000e+02  2.500000e+01  5.643122e-07
1.280000e+02  2.600000e+01  3.152162e-07
1.280000e+02  2.700000e+01  1.668257e-07
1.280000e+02  2.800000e+01  8.867255e-08
1.280000e+02  2.900000e+01  4.834696e-08
1.280000e+02  3.000000e+01  2.631687e-08
1.280000e+02  3.100000e+01  1.435484e-08
1.280000e+02  3.200000e+01  7.567051e-09
1.280000e+02  3.300000e+01  4.117133e-09
1.280000e+02  3.400000e+01  2.175598e-09
1.280000e+02  3.500000e+01  1.287055e-09
1.280000e+02  3.600000e+01  6.712001e-10
1.280000e+02  3.700000e+01  4.358800e-10
1.280000e+02  3.800000e+01  3.377758e-10
1.280000e+02  3.900000e+01  3.607509e-10
1.280000e+02  4.000000e+01  2.918421e-10
1.280000e+02  4.100000e+01  4.629181e-10
1.280000e+02  4.200000e+01  2.992098e-10
1.280000e+02  4.300000e+01  3.066986e-10
1.280000e+02  4.400000e+01  3.080376e-10
1.280000e+02  4.500000e+01  2.888084e-10
1.280000e+02  4.600000e+01  3.040380e-10
1.280000e+02  4.700000e+01  3.280964e-10
1.280000e+02  4.800000e+01  3.031059e-10
1.280000e+02  4.900000e+01  2.997371e-10
1.280000e+02  5.000000e+01  3.010092e-10
1.280000e+02  5.100000e+01  2.924035e-10
1.280000e+02  5.200000e+01  2.994866e-10
1.280000e+02  5.300000e+01  2.917205e-10
1.280000e+02  5.400000e+01  3.417217e-10
1.280000e+02  5.500000e+01  3.047714e-10
1.280000e+02  5.600000e+01  3.930499e-10
1.280000e+02  5.700000e+01  3.149393e-10
1.280000e+02  5.800000e+01  3.711751e-10
1.280000e+02  5.900000e+01  3.022186e-10
1.280000e+02  6.000000e+01  4.134286e-10
2.560000e+02  1.000000e+00  1.305702e+00
2.560000e+02  2.000000e+00  7.397631e-01
2.560000e+02  3.000000e+00  4.707661e-01
2.560000e+02  4.000000e+00  2.560465e-01
2.560000e+02  5.000000e+00  1.606544e-01
2.560000e+02  6.000000e+00  9.582267e-02
2.560000e+02  7.000000e+00  5.087397e-02
2.560000e+02  8.000000e+00  3.094134e-02
2.560000e+02  9.000000e+00  1.734617e-02
2.560000e+02  1.000000e+01  9.612966e-03
2.560000e+02  1.100000e+01  5.558025e-03
2.560000e+02  1.200000e+01  3.214674e-03
2.560000e+02  1.300000e+01  1.746646e-03
2.560000e+02  1.400000e+01  1.028268e-03
2.560000e+02  1.500000e+01  5.661415e-04
2.560000e+02  1.600000e+01  3.236145e-04
2.560000e+02  1.700000e+01  1.769974e-04
2.560000e+02  1.800000e+01  1.084798e-04
2.560000e+02  1.900000e+01  5.848393e-05
2.560000e+02  2.000000e+01  3.416646e-05
2.560000e+02  2.100000e+01  1.906371e-05
2.560000e+02  2.200000e+01  1.053437e-05
2.560000e+02  2.300000e+01  6.215391e-06
2.560000e+02  2.400000e+01  3.483214e-06
2.560000e+02  2.500000e+01  1.912106e-06
2.560000e+02  2.600000e+01  1.150556e-06
2.560000e+02  2.700000e+01  6.091848e-07
2.560000e+02  2.800000e+01  3.552237e-07
2.560000e+02  2.900000e+01  2.033254e-07
2.560000e+02  3.000000e+01  1.095562e-07
2.560000e+02  3.100000e+01  6.687852e-08
2.560000e+02  3.200000e+01  3.612036e-08
2.560000e+02  3.300000e+01  2.165367e-08
2.560000e+02  3.400000e+01  1.192163e-08
2.560000e+02  3.500000e+01  6.801954e-09
2.560000e+02  3.600000e+01  3.724659e-09
2.560000e+02  3.700000e+01  2.120711e-09
2.560000e+02  3.800000e+01  1.287498e-09
2.560000e+02  3.900000e+01  7.270318e-10
2.560000e+02  4.000000e+01  5.275931e-10
2.560000e+02  4.100000e+01  4.233798e-10
2.560000e+02  4.200000e+01  3.943496e-10
2.560000e+02  4.300000e+01  3.718712e-10
2.560000e+02  4.400000e+01  3.800735e-10
2.560000e+02  4.500000e+01  3.689036e-10
2.560000e+02  4.600000e+01  3.810045e-10
2.560000e+02  4.700000e+01  3.906300e-10
2.560000e+02  4.800000e+01  3.805721e-10
2.560000e+02  4.900000e+01  3.633611e-10
2.560000e+02  5.000000e+01  3.815923e-10
2.560000e+02  5.100000e+01  3.736113e-10
2.560000e+02  5.200000e+01  3.821208e-10
2.560000e+02  5.300000e+01  3.882959e-10
2.560000e+02  5.400000e+01  3.819293e-10
2.560000e+02  5.500000e+01  3.785240e-10
2.560000e+02  5.600000e+01  3.816389e-10
2.560000e+02  5.700000e+01  4.546859e-10
2.560000e+02  5.800000e+01  3.823790e-10
2.560000e+02  5.900000e+01  4.575746e-10
2.560000e+02  6.000000e+01  3.800897e-10
